Organization,PWS ID,PWS Name,EPA Region,Primacy Agency,PWS Type,Primacy Type,Primary Source,Activity Status,Deactivation Date,Population Served Count,Rule Name,Violation Code,Violation Type,Violation Category Code,Is Health Based,Contaminant Name,Compliance Period Begin Date,Compliance Period Begin Month,Quarter,Compliance Period Begin Day,Compliance Period Begin Year,Compliance Period End Date,Compliance Status,RTC Date,Enforcement Action Type Code,Enforcement Action Description,Is Major Violation,Severity Indicator Count,Public Notification Tier,Violation First Reported Date
FRCOG,MA1074000,DEERFIELD FIRE DISTRICT,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,"1,300",Total Coliform Rule,22,"Maximum Contaminant Level Violation, Monthly (TCR)",MCL,Y,Coliform (TCR),1-Nov-94,11,4,1,1994,30-Nov-94,Known,-,SFL,State Administrative/Compliance Order without penalty issued,-,-,2,23-Feb-95
FRCOG,MA1217000,NORTHFIELD WATER DISTRICT,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,800,Total Coliform Rule,26,"Monitoring, Repeat Minor (TCR)",MR,N,Coliform (TCR),1-Oct-94,10,4,1,1994,31-Oct-94,Known,-,SFL,State Administrative/Compliance Order without penalty issued,-,-,3,23-Feb-95
FRCOG,MA1268000,SHELBURNE FALLS FIRE DISTRICT,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,"1,978",Total Coliform Rule,22,"Maximum Contaminant Level Violation, Monthly (TCR)",MCL,Y,Coliform (TCR),1-Aug-94,8,3,1,1994,31-Aug-94,Known,-,-,-,-,-,2,11-Jun-02
FRCOG,MA1217000,NORTHFIELD WATER DISTRICT,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,800,Total Coliform Rule,22,"Maximum Contaminant Level Violation, Monthly (TCR)",MCL,Y,Coliform (TCR),1-May-94,5,2,1,1994,31-May-94,Known,-,-,-,-,-,2,11-Jun-02
FRCOG,MA1029000,BERNARDSTON FIRE  WATER DIST,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,"1,475",Nitrates,3,"Monitoring, Regular",MR,N,Nitrate,1-Apr-94,4,2,1,1994,30-Jun-94,Known,-,SFL,State Administrative/Compliance Order without penalty issued,N,-,3,7-Dec-96
FRCOG,MA1066001,GRISWOLDVILLE WATER DISTRICT,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,125,Nitrates,3,"Monitoring, Regular",MR,N,Nitrate,1-Apr-94,4,2,1,1994,30-Jun-94,Known,-,SFL,State Administrative/Compliance Order without penalty issued,N,-,3,7-Dec-96
FRCOG,MA1066001,GRISWOLDVILLE WATER DISTRICT,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,125,Lead and Copper Rule,51,Initial Tap Sampling for Pb and Cu,MR,N,Lead and Copper Rule,1-Jul-93,7,3,1,1993,-,Returned to Compliance,24-Oct-94,SOX,State Compliance achieved,-,-,3,11-Jun-02
FRCOG,MA1192000,TURNERS FALLS WATER DEPT,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,"7,057",Nitrates,3,"Monitoring, Regular",MR,N,Nitrate,1-Jan-93,1,1,1,1993,31-Mar-93,Known,-,SFL,State Administrative/Compliance Order without penalty issued,Y,-,3,3-Feb-94
FRCOG,MA1074001,SOUTH DEERFIELD WATER SUPPLY DISTRICT,Region 1,Massachusetts,Community water system,State,Surface water,Active,-,"3,800",Surface Water Treatment Rule,42,Failure to Filter (SWTR),TT,Y,Surface Water Treatment Rule,1-Jan-92,1,1,1,1992,13-Oct-99,Returned to Compliance,13-Oct-99,SOX,State Compliance achieved,-,-,2,13-Jun-97
FRCOG,MA1217000,NORTHFIELD WATER DISTRICT,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,800,Total Coliform Rule,23,"Monitoring, Routine Major (TCR)",MR,N,Coliform (TCR),1-Oct-91,10,4,1,1991,31-Oct-91,Known,-,-,-,Y,-,3,18-Feb-92
FRCOG,MA1029000,BERNARDSTON FIRE  WATER DIST,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,"1,475",Total Coliform Rule,24,"Monitoring, Routine Minor (TCR)",MR,N,Coliform (TCR),1-Jan-91,1,1,1,1991,31-Jan-91,Known,-,SFJ,State Formal Notice of Violation issued,N,-,3,23-May-91
PVPC,MA1059000,CHESTER WATER DEPT,Region 1,Massachusetts,Community water system,State,Surface water,Active,-,750,Stage 2 Disinfectants and Disinfection Byproducts Rule,2,"Maximum Contaminant Level Violation, Average",MCL,Y,TTHM,1-Apr-20,4,2,1,2020,30-Jun-20,Known,-,SFL,State Administrative/Compliance Order without penalty issued,-,1,2,16-Dec-20
PVPC,MA1059000,CHESTER WATER DEPT,Region 1,Massachusetts,Community water system,State,Surface water,Active,-,750,Stage 2 Disinfectants and Disinfection Byproducts Rule,2,"Maximum Contaminant Level Violation, Average",MCL,Y,TTHM,1-Jan-20,1,1,1,2020,31-Mar-20,Known,-,SFL,State Administrative/Compliance Order without penalty issued,-,1,2,16-Dec-20
PVPC,MA1059000,CHESTER WATER DEPT,Region 1,Massachusetts,Community water system,State,Surface water,Active,-,750,Stage 2 Disinfectants and Disinfection Byproducts Rule,2,"Maximum Contaminant Level Violation, Average",MCL,Y,TTHM,1-Oct-19,10,4,1,2019,31-Dec-19,Known,-,SFL,State Administrative/Compliance Order without penalty issued,-,1,2,16-Dec-20
PVPC,MA1059000,CHESTER WATER DEPT,Region 1,Massachusetts,Community water system,State,Surface water,Active,-,750,Stage 2 Disinfectants and Disinfection Byproducts Rule,27,Monitoring and Reporting (DBP),MR,N,Total Haloacetic Acids (HAA5),1-Jul-19,7,3,1,2019,30-Sep-19,Returned to Compliance,10-Sep-20,SOX,State Compliance achieved,N,1,3,16-Dec-20
PVPC,MA1059000,CHESTER WATER DEPT,Region 1,Massachusetts,Community water system,State,Surface water,Active,-,750,Stage 2 Disinfectants and Disinfection Byproducts Rule,2,"Maximum Contaminant Level Violation, Average",MCL,Y,TTHM,1-Jul-19,7,3,1,2019,30-Sep-19,Known,-,SFL,State Administrative/Compliance Order without penalty issued,-,1,2,16-Dec-20
PVPC,MA1059000,CHESTER WATER DEPT,Region 1,Massachusetts,Community water system,State,Surface water,Active,-,750,Stage 2 Disinfectants and Disinfection Byproducts Rule,27,Monitoring and Reporting (DBP),MR,N,TTHM,1-Jul-19,7,3,1,2019,30-Sep-19,Known,-,SFL,State Administrative/Compliance Order without penalty issued,N,1,3,16-Dec-20
PVPC,MA1059000,CHESTER WATER DEPT,Region 1,Massachusetts,Community water system,State,Surface water,Active,-,750,Stage 2 Disinfectants and Disinfection Byproducts Rule,27,Monitoring and Reporting (DBP),MR,N,TTHM,1-Apr-19,4,2,1,2019,30-Jun-19,Known,-,SFL,State Administrative/Compliance Order without penalty issued,N,1,3,16-Dec-20
PVPC,MA1059000,CHESTER WATER DEPT,Region 1,Massachusetts,Community water system,State,Surface water,Active,-,750,Stage 2 Disinfectants and Disinfection Byproducts Rule,27,Monitoring and Reporting (DBP),MR,N,Total Haloacetic Acids (HAA5),1-Apr-19,4,2,1,2019,30-Jun-19,Returned to Compliance,10-Sep-20,SOX,State Compliance achieved,N,1,3,16-Dec-20
PVPC,MA1059000,CHESTER WATER DEPT,Region 1,Massachusetts,Community water system,State,Surface water,Active,-,750,Stage 2 Disinfectants and Disinfection Byproducts Rule,2,"Maximum Contaminant Level Violation, Average",MCL,Y,TTHM,1-Jan-19,1,1,1,2019,31-Mar-19,Known,-,SFL,State Administrative/Compliance Order without penalty issued,-,1,2,16-Dec-20
PVPC,MA1059000,CHESTER WATER DEPT,Region 1,Massachusetts,Community water system,State,Surface water,Active,-,750,Stage 2 Disinfectants and Disinfection Byproducts Rule,2,"Maximum Contaminant Level Violation, Average",MCL,Y,TTHM,1-Oct-18,10,4,1,2018,31-Dec-18,Known,-,SFL,State Administrative/Compliance Order without penalty issued,-,1,2,16-Dec-20
PVPC,MA1059000,CHESTER WATER DEPT,Region 1,Massachusetts,Community water system,State,Surface water,Active,-,750,Stage 2 Disinfectants and Disinfection Byproducts Rule,2,"Maximum Contaminant Level Violation, Average",MCL,Y,TTHM,1-Jul-18,7,3,1,2018,30-Sep-18,Known,-,SFL,State Administrative/Compliance Order without penalty issued,-,1,2,16-Dec-20
PVPC,MA1059000,CHESTER WATER DEPT,Region 1,Massachusetts,Community water system,State,Surface water,Active,-,750,Stage 2 Disinfectants and Disinfection Byproducts Rule,27,Monitoring and Reporting (DBP),MR,N,Total Haloacetic Acids (HAA5),1-Jul-18,7,3,1,2018,30-Sep-18,Returned to Compliance,4-Dec-18,SFL,State Administrative/Compliance Order without penalty issued,N,1,3,16-Dec-20
PVPC,MA1143000,HUNTINGTON WATER DEPT,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,"1,200",Lead and Copper Rule,52,Follow-up Or Routine LCR Tap M/R,MR,N,Lead and Copper Rule,1-Jun-18,6,2,1,2018,-,Returned to Compliance,19-Oct-18,SFL,State Administrative/Compliance Order without penalty issued,-,-,3,25-Jun-19
PVPC,MA1143000,HUNTINGTON WATER DEPT,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,"1,200",Lead and Copper Rule,66,Lead Consumer Notice,MR,N,Lead and Copper Rule,1-Jun-18,6,2,1,2018,-,Returned to Compliance,23-Nov-18,SFL,State Administrative/Compliance Order without penalty issued,-,-,3,25-Jun-19
PVPC,MA1059000,CHESTER WATER DEPT,Region 1,Massachusetts,Community water system,State,Surface water,Active,-,750,Stage 2 Disinfectants and Disinfection Byproducts Rule,2,"Maximum Contaminant Level Violation, Average",MCL,Y,TTHM,1-Apr-18,4,2,1,2018,30-Jun-18,Known,-,SFL,State Administrative/Compliance Order without penalty issued,-,1,2,16-Dec-20
PVPC,MA1059000,CHESTER WATER DEPT,Region 1,Massachusetts,Community water system,State,Surface water,Active,-,750,Consumer Confidence Rule,71,Consumer Confidence Report Complete Failure to Report,Other,N,Consumer Confidence Rule,1-Jul-17,7,3,1,2017,-,Returned to Compliance,24-Aug-17,SOX,State Compliance achieved,-,-,3,18-Sep-17
PVPC,MA1256000,RUSSELL WATER DEPT,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,"1,228",Consumer Confidence Rule,71,Consumer Confidence Report Complete Failure to Report,Other,N,Consumer Confidence Rule,1-Jul-17,7,3,1,2017,-,Returned to Compliance,18-Aug-17,SOX,State Compliance achieved,-,-,3,18-Sep-17
PVPC,MA1143000,HUNTINGTON WATER DEPT,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,"1,200",Consumer Confidence Rule,71,Consumer Confidence Report Complete Failure to Report,Other,N,Consumer Confidence Rule,1-Jul-17,7,3,1,2017,-,Open,-,SFL,State Administrative/Compliance Order without penalty issued,-,-,3,14-Sep-18
PVPC,MA1033000,BLANDFORD WATER DEPT,Region 1,Massachusetts,Community water system,State,Surface water,Active,-,874,Lead and Copper Rule,52,Follow-up Or Routine LCR Tap M/R,MR,N,Lead and Copper Rule,1-Jun-16,6,2,1,2016,-,Returned to Compliance,28-Oct-16,SFL,State Administrative/Compliance Order without penalty issued,-,-,3,16-Jun-17
PVPC,MA1256000,RUSSELL WATER DEPT,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,"1,228",Total Coliform Rule,22,"Maximum Contaminant Level Violation, Monthly (TCR)",MCL,Y,Coliform (TCR),1-Oct-15,10,4,1,2015,31-Oct-15,Returned to Compliance,11-Mar-16,SOX,State Compliance achieved,-,-,2,16-Mar-16
PVPC,MA1256000,RUSSELL WATER DEPT,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,"1,228",Total Coliform Rule,22,"Maximum Contaminant Level Violation, Monthly (TCR)",MCL,Y,Coliform (TCR),1-Sep-15,9,3,1,2015,30-Sep-15,Returned to Compliance,11-Mar-16,SOX,State Compliance achieved,-,-,2,15-Dec-15
PVPC,MA1256000,RUSSELL WATER DEPT,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,"1,228",Consumer Confidence Rule,71,Consumer Confidence Report Complete Failure to Report,Other,N,Consumer Confidence Rule,1-Jul-15,7,3,1,2015,-,Open,-,SFL,State Administrative/Compliance Order without penalty issued,-,-,3,15-Sep-15
PVPC,MA1256000,RUSSELL WATER DEPT,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,"1,228",Lead and Copper Rule,66,Lead Consumer Notice,MR,N,Lead and Copper Rule,1-Jun-15,6,2,1,2015,-,Open,-,SFL,State Administrative/Compliance Order without penalty issued,-,-,3,15-Jun-16
PVPC,MA1143000,HUNTINGTON WATER DEPT,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,"1,200",Lead and Copper Rule,66,Lead Consumer Notice,MR,N,Lead and Copper Rule,1-Jun-15,6,2,1,2015,-,Returned to Compliance,21-Mar-16,SOX,State Compliance achieved,-,-,3,15-Jun-16
PVPC,MA1256000,RUSSELL WATER DEPT,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,"1,228",Lead and Copper Rule,52,Follow-up Or Routine LCR Tap M/R,MR,N,Lead and Copper Rule,1-Jun-15,6,2,1,2015,-,Open,-,SFL,State Administrative/Compliance Order without penalty issued,-,-,3,16-Mar-16
PVPC,MA1256000,RUSSELL WATER DEPT,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,"1,228",Total Coliform Rule,22,"Maximum Contaminant Level Violation, Monthly (TCR)",MCL,Y,Coliform (TCR),1-Dec-14,12,4,1,2014,31-Dec-14,Returned to Compliance,10-Feb-15,SFL,State Administrative/Compliance Order without penalty issued,-,-,2,16-Mar-15
PVPC,MA1256000,RUSSELL WATER DEPT,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,"1,228",Total Coliform Rule,5,"Notification, State",Other,N,Coliform (TCR),1-Dec-14,12,4,1,2014,31-Dec-14,Known,-,SFL,State Administrative/Compliance Order without penalty issued,-,-,3,16-Mar-15
PVPC,MA1033000,BLANDFORD WATER DEPT,Region 1,Massachusetts,Community water system,State,Surface water,Active,-,874,Long Term 1 Enhanced Surface Water Treatment Rule,38,"Monitoring, Turbidity (Enhanced SWTR)",MR,N,Interim Enhanced Surfsce Water Treatment Rule,1-Dec-14,12,4,1,2014,31-Dec-14,Returned to Compliance,10-Mar-15,SOX,State Compliance achieved,Y,-,3,16-Mar-15
PVPC,MA1059000,CHESTER WATER DEPT,Region 1,Massachusetts,Community water system,State,Surface water,Active,-,750,Long Term 1 Enhanced Surface Water Treatment Rule,38,"Monitoring, Turbidity (Enhanced SWTR)",MR,N,Interim Enhanced Surfsce Water Treatment Rule,1-Dec-14,12,4,1,2014,31-Dec-14,Known,-,SFL,State Administrative/Compliance Order without penalty issued,Y,-,3,16-Mar-15
PVPC,MA1033000,BLANDFORD WATER DEPT,Region 1,Massachusetts,Community water system,State,Surface water,Active,-,874,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,o-Dichlorobenzene,1-Jul-14,7,3,1,2014,30-Sep-14,Returned to Compliance,9-Jan-15,SOX,State Compliance achieved,Y,-,3,15-Dec-14
PVPC,MA1256000,RUSSELL WATER DEPT,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,"1,228",Consumer Confidence Rule,71,Consumer Confidence Report Complete Failure to Report,Other,N,Consumer Confidence Rule,1-Jul-14,7,3,1,2014,-,Returned to Compliance,23-Sep-14,SFL,State Administrative/Compliance Order without penalty issued,-,-,3,15-Dec-14
PVPC,MA1033000,BLANDFORD WATER DEPT,Region 1,Massachusetts,Community water system,State,Surface water,Active,-,874,Consumer Confidence Rule,72,Consumer Confidence Report Inadequate Reporting,Other,N,Consumer Confidence Rule,1-Jul-14,7,3,1,2014,-,Returned to Compliance,30-Jun-15,SOX,State Compliance achieved,-,-,3,16-Mar-15
PVPC,MA1033000,BLANDFORD WATER DEPT,Region 1,Massachusetts,Community water system,State,Surface water,Active,-,874,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,Benzene,1-Jul-14,7,3,1,2014,30-Sep-14,Returned to Compliance,9-Jan-15,SOX,State Compliance achieved,Y,-,3,15-Dec-14
PVPC,MA1033000,BLANDFORD WATER DEPT,Region 1,Massachusetts,Community water system,State,Surface water,Active,-,874,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,Carbon tetrachloride,1-Jul-14,7,3,1,2014,30-Sep-14,Returned to Compliance,9-Jan-15,SOX,State Compliance achieved,Y,-,3,15-Dec-14
PVPC,MA1033000,BLANDFORD WATER DEPT,Region 1,Massachusetts,Community water system,State,Surface water,Active,-,874,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,"1,1-Dichloroethylene",1-Jul-14,7,3,1,2014,30-Sep-14,Returned to Compliance,9-Jan-15,SOX,State Compliance achieved,Y,-,3,15-Dec-14
PVPC,MA1033000,BLANDFORD WATER DEPT,Region 1,Massachusetts,Community water system,State,Surface water,Active,-,874,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,"1,2-Dichloroethane",1-Jul-14,7,3,1,2014,30-Sep-14,Returned to Compliance,9-Jan-15,SOX,State Compliance achieved,Y,-,3,15-Dec-14
PVPC,MA1033000,BLANDFORD WATER DEPT,Region 1,Massachusetts,Community water system,State,Surface water,Active,-,874,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,Trichloroethylene,1-Jul-14,7,3,1,2014,30-Sep-14,Returned to Compliance,9-Jan-15,SOX,State Compliance achieved,Y,-,3,15-Dec-14
PVPC,MA1033000,BLANDFORD WATER DEPT,Region 1,Massachusetts,Community water system,State,Surface water,Active,-,874,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,"1,1,1-Trichloroethane",1-Jul-14,7,3,1,2014,30-Sep-14,Returned to Compliance,9-Jan-15,SOX,State Compliance achieved,Y,-,3,15-Dec-14
PVPC,MA1033000,BLANDFORD WATER DEPT,Region 1,Massachusetts,Community water system,State,Surface water,Active,-,874,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,Vinyl chloride,1-Jul-14,7,3,1,2014,30-Sep-14,Returned to Compliance,9-Jan-15,SOX,State Compliance achieved,Y,-,3,15-Dec-14
PVPC,MA1033000,BLANDFORD WATER DEPT,Region 1,Massachusetts,Community water system,State,Surface water,Active,-,874,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,CHLOROBENZENE,1-Jul-14,7,3,1,2014,30-Sep-14,Returned to Compliance,9-Jan-15,SOX,State Compliance achieved,Y,-,3,15-Dec-14
PVPC,MA1033000,BLANDFORD WATER DEPT,Region 1,Massachusetts,Community water system,State,Surface water,Active,-,874,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,"trans-1,2-Dichloroethylene",1-Jul-14,7,3,1,2014,30-Sep-14,Returned to Compliance,9-Jan-15,SOX,State Compliance achieved,Y,-,3,15-Dec-14
PVPC,MA1033000,BLANDFORD WATER DEPT,Region 1,Massachusetts,Community water system,State,Surface water,Active,-,874,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,"cis-1,2-Dichloroethylene",1-Jul-14,7,3,1,2014,30-Sep-14,Returned to Compliance,9-Jan-15,SOX,State Compliance achieved,Y,-,3,15-Dec-14
PVPC,MA1033000,BLANDFORD WATER DEPT,Region 1,Massachusetts,Community water system,State,Surface water,Active,-,874,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,"1,2-Dichloropropane",1-Jul-14,7,3,1,2014,30-Sep-14,Returned to Compliance,9-Jan-15,SOX,State Compliance achieved,Y,-,3,15-Dec-14
PVPC,MA1033000,BLANDFORD WATER DEPT,Region 1,Massachusetts,Community water system,State,Surface water,Active,-,874,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,Ethylbenzene,1-Jul-14,7,3,1,2014,30-Sep-14,Returned to Compliance,9-Jan-15,SOX,State Compliance achieved,Y,-,3,15-Dec-14
PVPC,MA1033000,BLANDFORD WATER DEPT,Region 1,Massachusetts,Community water system,State,Surface water,Active,-,874,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,Styrene,1-Jul-14,7,3,1,2014,30-Sep-14,Returned to Compliance,9-Jan-15,SOX,State Compliance achieved,Y,-,3,15-Dec-14
PVPC,MA1033000,BLANDFORD WATER DEPT,Region 1,Massachusetts,Community water system,State,Surface water,Active,-,874,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,Tetrachloroethylene,1-Jul-14,7,3,1,2014,30-Sep-14,Returned to Compliance,9-Jan-15,SOX,State Compliance achieved,Y,-,3,15-Dec-14
PVPC,MA1033000,BLANDFORD WATER DEPT,Region 1,Massachusetts,Community water system,State,Surface water,Active,-,874,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,Toluene,1-Jul-14,7,3,1,2014,30-Sep-14,Returned to Compliance,9-Jan-15,SOX,State Compliance achieved,Y,-,3,15-Dec-14
PVPC,MA1033000,BLANDFORD WATER DEPT,Region 1,Massachusetts,Community water system,State,Surface water,Active,-,874,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,p-Dichlorobenzene,1-Jul-14,7,3,1,2014,30-Sep-14,Returned to Compliance,9-Jan-15,SOX,State Compliance achieved,Y,-,3,15-Dec-14
PVPC,MA1033000,BLANDFORD WATER DEPT,Region 1,Massachusetts,Community water system,State,Surface water,Active,-,874,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,"Xylenes, Total",1-Jul-14,7,3,1,2014,30-Sep-14,Returned to Compliance,9-Jan-15,SOX,State Compliance achieved,Y,-,3,15-Dec-14
PVPC,MA1033000,BLANDFORD WATER DEPT,Region 1,Massachusetts,Community water system,State,Surface water,Active,-,874,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,DICHLOROMETHANE,1-Jul-14,7,3,1,2014,30-Sep-14,Returned to Compliance,9-Jan-15,SOX,State Compliance achieved,Y,-,3,15-Dec-14
PVPC,MA1033000,BLANDFORD WATER DEPT,Region 1,Massachusetts,Community water system,State,Surface water,Active,-,874,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,"1,1,2-Trichloroethane",1-Jul-14,7,3,1,2014,30-Sep-14,Returned to Compliance,9-Jan-15,SOX,State Compliance achieved,Y,-,3,15-Dec-14
PVPC,MA1033000,BLANDFORD WATER DEPT,Region 1,Massachusetts,Community water system,State,Surface water,Active,-,874,Volatile Organic Chemicals,3,"Monitoring, Regular",MR,N,"1,2,4-Trichlorobenzene",1-Jul-14,7,3,1,2014,30-Sep-14,Returned to Compliance,9-Jan-15,SOX,State Compliance achieved,Y,-,3,15-Dec-14
PVPC,MA1256000,RUSSELL WATER DEPT,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,"1,228",Total Coliform Rule,22,"Maximum Contaminant Level Violation, Monthly (TCR)",MCL,Y,Coliform (TCR),1-Jan-14,1,1,1,2014,31-Jan-14,Returned to Compliance,13-Feb-14,SOX,State Compliance achieved,-,-,2,17-Mar-14
PVPC,MA1256000,RUSSELL WATER DEPT,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,"1,228",Total Coliform Rule,22,"Maximum Contaminant Level Violation, Monthly (TCR)",MCL,Y,Coliform (TCR),1-Nov-12,11,4,1,2012,30-Nov-12,Returned to Compliance,1-Jan-13,SOX,State Compliance achieved,-,-,2,17-Jun-13
PVPC,MA1143000,HUNTINGTON WATER DEPT,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,"1,200",Total Coliform Rule,22,"Maximum Contaminant Level Violation, Monthly (TCR)",MCL,Y,Coliform (TCR),1-Nov-12,11,4,1,2012,30-Nov-12,Returned to Compliance,1-Jan-13,SOX,State Compliance achieved,-,-,2,17-Jun-13
PVPC,MA1033000,BLANDFORD WATER DEPT,Region 1,Massachusetts,Community water system,State,Surface water,Active,-,874,Long Term 1 Enhanced Surface Water Treatment Rule,9,Record Keeping,Other,N,Interim Enhanced Surfsce Water Treatment Rule,1-Jun-12,6,2,1,2012,-,Returned to Compliance,31-Aug-12,SOX,State Compliance achieved,-,-,3,17-Jun-13
PVPC,MA1059000,CHESTER WATER DEPT,Region 1,Massachusetts,Community water system,State,Surface water,Active,-,750,Long Term 1 Enhanced Surface Water Treatment Rule,9,Record Keeping,Other,N,Interim Enhanced Surfsce Water Treatment Rule,1-Jun-12,6,2,1,2012,-,Returned to Compliance,31-Aug-12,SOX,State Compliance achieved,-,-,3,17-Jun-13
PVPC,MA1059000,CHESTER WATER DEPT,Region 1,Massachusetts,Community water system,State,Surface water,Active,-,750,Lead and Copper Rule,52,Follow-up Or Routine LCR Tap M/R,MR,N,Lead and Copper Rule,1-Jun-12,6,2,1,2012,-,Returned to Compliance,4-Mar-15,SOX,State Compliance achieved,-,-,3,17-Jun-13
PVPC,MA1143000,HUNTINGTON WATER DEPT,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,"1,200",Total Coliform Rule,22,"Maximum Contaminant Level Violation, Monthly (TCR)",MCL,Y,Coliform (TCR),1-May-12,5,2,1,2012,31-May-12,Returned to Compliance,1-Jul-12,SOX,State Compliance achieved,-,-,2,17-Jun-13
PVPC,MA1033000,BLANDFORD WATER DEPT,Region 1,Massachusetts,Community water system,State,Surface water,Active,-,874,Stage 1 Disinfectants and Disinfection Byproducts Rule,2,"Maximum Contaminant Level Violation, Average",MCL,Y,TTHM,1-Apr-12,4,2,1,2012,30-Jun-12,Returned to Compliance,10-Oct-12,SOX,State Compliance achieved,-,-,2,17-Jun-13
PVPC,MA1059000,CHESTER WATER DEPT,Region 1,Massachusetts,Community water system,State,Surface water,Active,-,750,Stage 1 Disinfectants and Disinfection Byproducts Rule,2,"Maximum Contaminant Level Violation, Average",MCL,Y,TTHM,1-Oct-11,10,4,1,2011,31-Dec-11,Returned to Compliance,31-Dec-12,SOX,State Compliance achieved,-,-,2,17-Jun-13
PVPC,MA1059000,CHESTER WATER DEPT,Region 1,Massachusetts,Community water system,State,Surface water,Active,-,750,Stage 1 Disinfectants and Disinfection Byproducts Rule,2,"Maximum Contaminant Level Violation, Average",MCL,Y,TTHM,1-Apr-10,4,2,1,2010,30-Jun-10,Known,-,SFL,State Administrative/Compliance Order without penalty issued,-,-,2,17-Jun-13
PVPC,MA1059000,CHESTER WATER DEPT,Region 1,Massachusetts,Community water system,State,Surface water,Active,-,750,Public Notice Rule,75,Public Notification Violation for NPDWR Violation,Other,N,Public Notice,13-Mar-10,3,1,13,2010,-,Returned to Compliance,28-Apr-10,SFO,State Administrative/Compliance Order with penalty issued,-,-,3,14-Sep-10
PVPC,MA1059000,CHESTER WATER DEPT,Region 1,Massachusetts,Community water system,State,Surface water,Active,-,750,Stage 1 Disinfectants and Disinfection Byproducts Rule,2,"Maximum Contaminant Level Violation, Average",MCL,Y,TTHM,1-Jan-10,1,1,1,2010,31-Mar-10,Known,-,SFL,State Administrative/Compliance Order without penalty issued,-,-,2,14-Sep-10
PVPC,MA1349000,WORTHINGTON FIRE DISTRICT,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,565,Nitrates,3,"Monitoring, Regular",MR,N,Nitrate,1-Oct-09,10,4,1,2009,31-Dec-09,Returned to Compliance,3-Mar-10,SOX,State Compliance achieved,N,-,3,26-Mar-10
PVPC,MA1059000,CHESTER WATER DEPT,Region 1,Massachusetts,Community water system,State,Surface water,Active,-,750,Stage 1 Disinfectants and Disinfection Byproducts Rule,2,"Maximum Contaminant Level Violation, Average",MCL,Y,TTHM,1-Oct-09,10,4,1,2009,31-Dec-09,Known,-,SFL,State Administrative/Compliance Order without penalty issued,-,-,2,14-Sep-10
PVPC,MA1059000,CHESTER WATER DEPT,Region 1,Massachusetts,Community water system,State,Surface water,Active,-,750,Consumer Confidence Rule,71,Consumer Confidence Report Complete Failure to Report,Other,N,Consumer Confidence Rule,1-Jul-09,7,3,1,2009,-,Returned to Compliance,29-Jul-10,SOX,State Compliance achieved,-,-,3,16-Dec-09
